airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
My Lotto Coin,1.66E-09,0,0,9.71E-06,8.22E-09,2.17E-05,7.27E-06,-0.000158851,FALSE
Anchor Protocol,6.08E-05,0,5.03E-05,0.001785925,0.00010255,0.001999891,0.001898707,-0.011241916,FALSE
Graphene,1.29E-06,0,3.77E-07,0.000197316,3.39E-06,0.000358676,0.000156812,-0.004690244,FALSE
Utile Network,0,0,0,0,0,0,0,0,FALSE
Donnie Finance,3.03E-07,0,2.04E-08,9.82E-05,1.97E-07,0.000173904,6.54E-05,-0.002711578,FALSE
Sperax,9.06E-07,0,2.11E-06,0.000307268,1.08E-06,0.000249986,0.000237763,0.002230609,FALSE
PoolTogether,3.00E-06,0,9.17E-06,7.69E-05,7.70E-06,0.000173904,6.40E-05,0.050149917,TRUE
Sifchain,1.04E-05,0,9.45E-06,0.00070918,1.47E-05,0.000336938,0.000816294,-0.004025317,FALSE
Neutrino Protocol,5.94E-07,0,2.06E-07,7.60E-05,1.29E-06,0.00010869,7.68E-05,-0.005291379,FALSE
Bounce,0.006761019,0,0.002055878,0.004706836,0.004568671,0.003912831,0.004970716,-1.016994863,FALSE
Invest & Hodl,2.76E-06,0,2.07E-07,0.000197129,1.36E-06,0.000499973,0.000153176,-0.012244042,FALSE
Furucombo,1.17E-05,0,2.71E-05,0.000104725,1.99E-05,0.00010869,0.000111247,0.083948993,TRUE
Lido,0.000179539,0,0.000209304,0.002553161,0.000137087,0.001825988,0.002626537,-0.005917264,FALSE
Chainge,1.14E-05,0,5.01E-07,7.58E-05,0.000366022,0.000152166,7.93E-05,-0.134453646,FALSE
OnX Finance,3.13E-07,0,2.05E-07,0.000191342,7.64E-07,0.000282593,0.000181291,-0.000744925,FALSE
MarcoPolo Protocol,1.90E-08,0,6.44E-09,0.000160354,6.16E-08,5.43E-05,0.000198499,-8.09E-05,FALSE
Phala Network,6.86E-07,0,1.02E-07,6.46E-05,8.38E-07,0.000119559,5.87E-05,-0.008715416,FALSE
Mirror Protocol,3.48E-05,0,8.09E-05,0.001638078,2.69E-05,0.001412967,0.001747955,0.016027894,TRUE
Numio,1.03E-06,0,6.88E-08,0.000269186,1.74E-06,0.000195642,0.000307807,-0.003356646,FALSE
Flare,0.000566551,0,0.00062943,0.002897017,0.000443114,0.002684637,0.003216944,-0.024215451,FALSE
SocialGood,9.06E-07,0,2.01E-07,0.000367377,8.79E-07,0.000380414,0.000366944,-0.0018933,FALSE
Metex,7.27E-07,0,1.21E-06,1.62E-05,7.56E-07,3.26E-05,1.48E-05,0.012588944,TRUE
TomoChain,1.73E-07,0,6.35E-07,0.000190222,6.82E-07,0.000282593,0.000206012,0.001574403,FALSE
Audius,0.000597958,0,0.000990739,0.001468576,0.000504486,0.002097712,0.001079263,0.110497939,TRUE
SwanFinance,1.84E-08,0,5.52E-09,5.69E-05,1.64E-08,4.35E-05,5.07E-05,-0.000229952,FALSE
Plutus,6.26E-05,0,5.27E-05,0.001851634,3.07E-05,0.001391229,0.002203121,-0.010754766,FALSE
DIA,0.087010683,0,0.075881612,0.11170756,0.092479914,0.075865442,0.122802302,-0.231162069,FALSE
Permission,0.001166326,0,0.002276965,0.010359558,0.00176283,0.003978045,0.012354928,0.054629584,TRUE
Massnet,1.63E-08,0,1.82E-09,7.19E-05,6.58E-08,0.000173904,7.00E-05,-0.000192411,FALSE
Symbol,0.000951358,0,0.001022214,0.003640733,0.001020922,0.00243465,0.00406717,-0.039263026,FALSE
Bitcoin Rhodium,1.10E-07,0,0,3.43E-05,2.14E-07,0.000130428,3.59E-05,-0.002978665,FALSE
Intexcoin,0,0,0,0,0,0,0,0,FALSE
GoodDollar,2.93E-06,0,2.18E-06,0.000353377,3.63E-06,0.000489104,0.000362824,-0.00323453,FALSE
ARCS,4.11E-05,0,2.82E-05,0.000954099,0.000102061,0.00010869,0.00121208,-0.018581374,FALSE
DeFiChain,3.95E-05,0,2.66E-05,0.001006741,3.55E-05,0.001141242,0.001088715,-0.017284826,FALSE
Cypherium,2.15E-06,0,0,9.82E-05,5.88E-07,0.000141297,8.31E-05,-0.020365402,FALSE
Handshake,8.79E-05,0,2.73E-05,0.000451381,0.000183997,0.000195642,0.000513334,-0.136930711,FALSE
Pcash,9.55E-06,0,6.61E-06,0.000679872,3.96E-05,0.000543449,0.000784301,-0.005992422,FALSE
SwissBorg,3.96E-06,0,2.56E-06,0.000627603,5.94E-06,0.000793435,0.00071353,-0.002904673,FALSE
UniWorld,1.49E-07,0,5.27E-09,6.25E-05,1.40E-07,8.70E-05,5.50E-05,-0.002147737,FALSE
BABB,0.000379051,0,9.85E-05,0.000670538,0.000196347,0.000597794,0.00068081,-0.418323212,FALSE
Bitribe,2.30E-08,0,0,3.43E-05,1.23E-08,2.17E-05,2.57E-05,-0.000622824,FALSE
NowEx,0,0,0,0,0,0,0,0,FALSE
DAO Maker,4.71E-08,0,0,8.27E-05,7.40E-08,0.000163035,6.13E-05,-0.000528968,FALSE
Escher,0.000113965,0,6.76E-05,0.0012735,4.70E-05,0.001130373,0.00156012,-0.044630306,FALSE
Bitbns,1.87E-06,0,2.85E-07,0.000463329,8.84E-07,0.000521711,0.000475283,-0.003307807,FALSE
Ludena Protocol,2.83E-07,0,2.10E-07,0.000218597,6.41E-07,0.000402152,0.000227825,-0.000508522,FALSE
PointPay,6.70E-06,0,1.65E-05,0.000596242,1.12E-05,0.000804304,0.000626278,0.009652457,FALSE
JUST,0.250256966,0,0.258721619,0.373986842,0.268062804,0.276571925,0.403389025,-0.120239541,FALSE
Relictum Pro,0,0,0,0.000176408,0,0.000195642,0.000185411,0,FALSE
Storeum,2.71E-06,0,1.27E-06,0.000154941,3.10E-06,0.000326069,0.000134029,-0.010263175,FALSE
StellarPayGlobal,1.58E-07,0,1.40E-08,4.82E-05,2.88E-07,0.000152166,4.90E-05,-0.002828519,FALSE
DRK DeFi,0,0,0,0,0,0,0,0,FALSE
Two Prime,0.019760477,0,0.018241761,0.001219364,0.00853899,0.001662953,0.000920997,-4.210475418,FALSE
PAC Global,1.24E-09,0,5.77E-09,2.59E-05,2.88E-08,2.17E-05,2.64E-05,0.000116508,FALSE
FunderOne,0,0,0,0,0,0,0,0,FALSE
Azbi,1.34E-08,0,0,0.000127686,4.52E-08,6.52E-05,0.0001556,-9.74E-05,FALSE
Storex,1.07E-08,0,2.12E-08,3.58E-05,2.05E-08,5.43E-05,3.56E-05,0.000152577,FALSE
Blockpass,1.29E-07,0,0,1.03E-05,2.47E-08,1.09E-05,1.09E-05,-0.011628788,FALSE
XinFin,3.09E-06,0,6.14E-07,0.00049413,3.97E-06,0.000880387,0.000446199,-0.004909295,FALSE
1xBit,1.31E-07,0,2.72E-08,0.000111819,2.88E-08,0.000184773,0.00010131,-0.000914624,FALSE
VNT Chain Labs,0,0,0,0,0,0,0,0,FALSE
ICURY,0,0,0,0,0,0,0,0,FALSE
Swapzone,2.93E-06,0,0,3.60E-05,1.77E-06,0.00010869,2.01E-05,-0.075472244,FALSE
Tandem,3.95E-05,0,8.14E-05,0.002196051,2.17E-05,0.000195642,0.002799587,0.010140061,TRUE
JDX,0.001240557,0,0.000410678,0.000737182,0.000876348,0.001412967,0.000628459,-1.158603817,FALSE
Global Gaming,1.55E-06,0,3.37E-07,0.00021225,1.36E-06,0.000358676,0.000187108,-0.005639545,FALSE
Foodecent,0,0,0,0,0,0,0,0,FALSE
NokNok,0.000360898,0,0.000110946,0.000126566,0.000108082,0.000391283,0.000121669,-2.01195739,FALSE
Minereum,1.68E-05,0,7.49E-05,0.000727101,2.83E-05,0.001130373,0.000719105,0.053144655,TRUE
Unochain,2.01E-08,0,4.41E-10,0.000111445,2.47E-08,4.35E-05,0.000134029,-0.000164692,FALSE
Social Club Rocks,0,0,0,0,0,0,0,0,FALSE
KULAP,0.000695782,0,9.49E-05,0.000643284,0.000280186,0.001565132,0.000609554,-0.897070767,FALSE
Petro,0.001094778,0,0.001498796,0.003855969,0.001565328,0.003260692,0.002956884,0.017886935,TRUE
B One Payment,4.41E-08,0,0,1.27E-05,3.29E-08,4.35E-05,1.26E-05,-0.003224625,FALSE
Personal Wager,0.000174484,0,5.99E-05,0.000472102,3.54E-05,0.001228194,0.000346828,-0.251245839,FALSE
Coalculus,6.20E-08,0,0,1.08E-05,7.40E-08,1.09E-05,5.33E-06,-0.005316984,FALSE
Beldex,8.91E-07,0,2.39E-06,0.000372231,6.66E-07,0.000413021,0.000365006,0.00242865,FALSE
DAIN,0.000838686,0,0.000865811,0.000362337,0.000474482,0.000173904,0.000428021,-0.418397372,FALSE
Emirex,2.04E-06,0,3.96E-06,3.79E-05,1.59E-06,0.00010869,4.00E-05,0.025766939,TRUE
Bitcoin Turbo Koin Giveaway,0,0,0,0,0,0,0,0,FALSE
Bancor,0.000206509,0,0.000120483,0.000800838,0.000247466,0.000619532,0.000913483,-0.130418858,FALSE
JIL TOKENS,0,0,0,0,0,0,0,0,FALSE
K-Tune,5.51E-05,0,9.82E-06,0.000803078,7.30E-05,0.001239063,0.000866222,-0.054867057,FALSE
ecxx,2.68E-08,0,1.48E-08,0.000227184,1.03E-07,0.000228248,0.000260545,-6.23E-05,FALSE
Pockero,2.79E-09,0,0,0.000112005,8.22E-09,2.17E-05,0.000142027,-2.32E-05,FALSE
Netspot Solutions,0,0,0,0,0,0,0,0,FALSE
Limestone Network,3.72E-07,0,1.14E-07,0.00013926,7.15E-07,0.000195642,0.000105915,-0.001884116,FALSE
P2P Club,1.22E-08,0,4.55E-09,4.07E-05,4.11E-08,2.17E-05,4.90E-05,-0.000197884,FALSE
BitCollar,5.41E-09,0,0,0.000125073,1.64E-08,4.35E-05,0.000158024,-4.02E-05,FALSE
Lino Network,3.47E-08,0,5.74E-08,7.19E-05,7.40E-08,0.000119559,5.99E-05,0.000130052,FALSE
Brave New Coin,3.73E-06,0,8.44E-07,0.000206276,3.27E-06,0.000163035,0.000209648,-0.01382486,FALSE
Wavesbet,1.13E-08,0,6.21E-09,6.35E-06,1.64E-08,2.17E-05,2.91E-06,-0.000945878,FALSE
Riwigo,4.11E-08,0,1.32E-10,0.000136086,9.04E-08,3.26E-05,0.000172081,-0.000279275,FALSE
LiquidApps,1.07E-07,0,0,1.19E-05,6.58E-08,2.17E-05,1.11E-05,-0.008345697,FALSE
HeroCoin,7.90E-08,0,4.20E-08,0.000112752,2.05E-07,5.43E-05,0.000137422,-0.000380235,FALSE
BlocBox,2.72E-08,0,4.31E-08,9.67E-05,2.88E-08,4.35E-05,0.000120699,6.20E-05,FALSE
Morpheus Network,8.02E-08,0,0,9.74E-05,1.19E-07,9.78E-05,0.000103491,-0.000764096,FALSE
Neo Smart Energy,2.80E-08,0,1.98E-10,0.000101178,2.05E-08,4.35E-05,0.000122638,-0.000255831,FALSE
Stan World,7.86E-05,0,4.39E-05,0.000976313,0.000129616,0.001326015,0.000996615,-0.042167777,FALSE
Tune.fm,1.40E-05,0,8.10E-06,0.001148801,7.84E-06,0.001630346,0.001325508,-0.006193773,FALSE
Swiftex,4.68E-09,0,0,3.55E-06,8.22E-09,1.09E-05,3.15E-06,-0.00122399,FALSE
Diagon,2.08E-08,0,0,1.05E-05,3.29E-08,2.17E-05,1.31E-05,-0.001844868,FALSE
ReFork,7.65E-07,0,2.28E-09,2.69E-05,6.74E-07,4.35E-05,2.59E-05,-0.026337023,FALSE
Apollo,0.002471508,0,0.000960132,0.003345225,0.003812483,0.004217162,0.002911561,-0.477939848,FALSE
Cryptocells,2.73E-09,0,8.63E-10,0.000114059,2.05E-08,5.43E-05,0.00014227,-1.68E-05,FALSE
Freelanex,3.97E-06,0,0,1.53E-05,2.96E-06,8.70E-05,1.41E-05,-0.240919903,FALSE
Beowulf Blockchain,0,0,9.10E-10,5.41E-06,4.11E-09,1.09E-05,4.85E-06,0.000121704,FALSE
FreedomOptions,0,0,0,0,0,0,0,0,FALSE
2Key,3.81E-05,0,8.74E-06,0.000674272,9.51E-06,0.001108635,0.000694625,-0.043015793,FALSE
Crypto Tribunal,0,0,0,0,0,0,0,0,FALSE
TroyTrade,2.39E-08,0,0,5.23E-06,8.22E-09,1.09E-05,3.88E-06,-0.004251578,FALSE
KAPPI,0,0,0,2.24E-05,0,4.35E-05,9.69E-06,0,FALSE
Kuvacash,8.63E-07,0,7.82E-07,0.001292915,3.26E-06,0.000826042,0.001435058,-0.000181616,FALSE
ENOD,8.43E-07,0,1.44E-06,0.000139073,3.25E-07,0.000260855,0.000153661,0.001866696,FALSE
CUDOS,2.13E-07,0,1.85E-07,0.000184995,2.05E-07,0.00010869,0.000226614,-0.000345002,FALSE
BitQuant,0,0,0,0,0,0,0,0,FALSE
Binance JEX,2.14E-07,0,0,7.84E-06,4.77E-07,4.35E-05,4.36E-06,-0.025283684,FALSE
Yezcoin,8.26E-07,0,1.37E-08,4.11E-05,9.45E-07,6.52E-05,3.68E-05,-0.018424305,FALSE
Validity,9.83E-05,0,0.00011579,0.000357484,9.32E-05,0.000141297,0.00042996,-0.020711596,FALSE
RIF,0.035203958,0,0.037897426,0.049216066,0.027260733,0.028715831,0.055352384,-0.106423892,FALSE
MediLiVes,5.87E-07,0,5.53E-09,6.55E-05,4.27E-07,8.70E-05,6.86E-05,-0.008253689,FALSE
Ormeus Ecosystem,7.46E-09,0,2.13E-09,9.15E-06,1.64E-08,1.09E-05,8.48E-06,-0.000588826,FALSE
INMINING,1.56E-05,0,8.65E-05,0.000408819,5.47E-05,0.00053258,0.000414206,0.117706204,TRUE
NOS Initiative,0,0,0,0,0,0,0,0,FALSE
Maecenas,1.15E-08,0,1.38E-08,2.52E-05,6.58E-08,4.35E-05,2.50E-05,-2.63E-05,FALSE
Nova Mining,4.19E-06,0,8.84E-07,5.45E-05,3.84E-06,0.000119559,3.61E-05,-0.059594434,FALSE
Project WITH,0.000773594,0,0.000325533,0.003632519,0.000579531,0.003749796,0.00369247,-0.132781974,FALSE
Adrenaline AI,0,0,0,0,0,0,0,0,FALSE
Hydro,0.000829281,0,0.001836254,0.002117834,0.001691981,0.001782512,0.002102054,0.264281155,TRUE
OilWellCoin,7.67E-09,0,9.64E-10,0.000132166,2.05E-08,3.26E-05,0.000167718,-4.86E-05,FALSE
Pynk,0.000547523,0,0.000135574,0.000493383,0.000292897,0.001315146,0.000485462,-0.831058743,FALSE
GCOX,2.08E-08,0,0,2.58E-05,2.05E-08,4.35E-05,2.76E-05,-0.000749856,FALSE
Cocos BCX,0,0,0,0,0,0,0,0,FALSE
Livetree,3.13E-07,0,1.11E-08,0.000145234,2.14E-07,0.000173904,0.000161174,-0.001942348,FALSE
Felixo,7.82E-07,0,4.21E-06,7.06E-05,1.88E-06,0.000228248,6.98E-05,0.032858242,TRUE
WINk,0.001365638,0,0.001765174,0.000719074,0.001553567,0.000608663,0.000690505,0.014497517,TRUE
TeleCoin,6.44E-07,0,3.25E-06,8.16E-05,9.41E-07,0.000217379,5.67E-05,0.021479239,TRUE
SpockChain,0,0,0,0,0,0,0,0,FALSE
Arena Match,7.74E-07,0,0,6.23E-05,4.56E-07,0.000163035,3.08E-05,-0.011522883,FALSE
Discodery,1.74E-05,0,5.27E-08,0.000108645,9.92E-06,0.000380414,9.02E-05,-0.147955717,FALSE
Qtum,7.68E-06,0,1.34E-06,0.000352817,5.22E-06,0.000369545,0.000332528,-0.017444603,FALSE
Netkoin,2.57E-08,0,2.20E-09,2.48E-05,8.22E-08,9.78E-05,1.96E-05,-0.000895284,FALSE
Algorand,0.001663453,0,0.001044793,0.010528126,0.001106044,0.009195152,0.010654962,-0.074802406,FALSE
Ten Billion Coin,0.000829782,0,0.001164377,0.00034647,0.000811294,0.001108635,0.000214738,0.210169056,TRUE
OVR,5.52E-05,0,4.55E-06,0.000695553,0.000133647,0.000434759,0.000789633,-0.068956073,FALSE
BAGS token,0,0,0,0,0,0,0,0,FALSE
AllForCrypto,2.11E-08,0,1.22E-09,5.56E-05,5.75E-08,0.000119559,5.50E-05,-0.000336866,FALSE
Civic,0.000198899,0,0.000420048,0.001796938,0.000170493,0.00233683,0.002062548,0.066499527,TRUE
Komodo,0.000326572,0,0.000360639,0.001591409,0.001126037,0.001706429,0.001403066,-0.026400824,FALSE
Netbox.Global,0,0,0,2.61E-06,2.05E-08,1.09E-05,1.70E-06,0,FALSE
BRIKCOIN,7.80E-09,0,6.16E-09,9.37E-05,2.47E-08,5.43E-05,0.000102521,-2.97E-05,FALSE
PIEXGO,3.49E-08,0,1.12E-09,5.99E-05,5.34E-08,0.000130428,5.96E-05,-0.000526681,FALSE
ParamountDax,1.20E-08,0,0,1.57E-05,2.47E-08,3.26E-05,1.82E-05,-0.000710436,FALSE
Mediacoin,2.55E-09,0,0,5.60E-06,4.11E-09,1.09E-05,6.30E-06,-0.000422934,FALSE
Dusk Network,8.63E-07,0,1.01E-07,0.000248652,2.62E-06,0.00042389,0.000277753,-0.002927404,FALSE
Counos Platform,0,0,0,0,0,0,0,0,FALSE
BTCOW,0,0,0,0,0,0,0,0,FALSE
FIO Social,3.22E-07,0,0,1.49E-05,2.05E-07,4.35E-05,1.41E-05,-0.02003084,FALSE
PBET,9.97E-09,0,9.59E-09,8.40E-06,4.11E-09,1.09E-05,9.69E-06,-0.000275482,FALSE
COINCOME,5.28E-08,0,5.00E-09,8.59E-06,3.29E-08,3.26E-05,7.03E-06,-0.005286337,FALSE
Comno Network,0,0,0,0,0,0,0,0,FALSE
Blaze Protocol,0,0,0,0,0,0,0,0,FALSE
Genesis,0.002281662,0,0.000687165,0.005289264,0.002505983,0.00265203,0.005763258,-0.306324703,FALSE
DocTailor,5.35E-06,0,3.30E-08,8.33E-05,3.03E-06,0.000260855,7.30E-05,-0.059309521,FALSE
Fortem Capital,4.69E-05,0,1.43E-06,0.000108645,4.88E-05,0.000239117,7.37E-05,-0.391436073,FALSE
Authoreon,0,0,9.87E-09,2.24E-06,8.22E-09,2.17E-05,1.45E-06,0.003189182,FALSE
IdeaFeX,2.32E-06,0,1.08E-07,0.000124326,3.39E-06,0.00010869,0.000153176,-0.01669494,FALSE
Ubrica,1.73E-08,0,4.34E-08,1.72E-05,4.11E-08,2.17E-05,2.01E-05,0.000891395,FALSE
Typerium,1.21E-06,0,8.19E-08,4.55E-05,1.05E-06,0.000163035,5.09E-05,-0.023435378,FALSE
VCC Exchange,9.62E-08,0,4.13E-07,8.66E-05,9.33E-07,0.000173904,8.10E-05,0.002424751,FALSE
Product Protocol,0,0,0,0,0,0,0,0,FALSE
ETHplode,1.34E-05,0,2.94E-08,0.000263959,1.17E-05,0.000347807,0.000253274,-0.047133213,FALSE
SDAT,3.51E-05,0,1.31E-05,0.000234091,0.000127775,0.000673876,0.00022928,-0.098624851,FALSE
Sparrow,7.02E-06,0,3.86E-06,0.000266573,2.05E-06,0.000358676,0.00026515,-0.013968587,FALSE
Anchor,0.000531367,0,0.000971254,0.00597567,0.001483466,0.005391011,0.005489382,0.03513837,TRUE
Creamcoin,4.46E-07,0,4.40E-09,3.45E-05,1.97E-07,7.61E-05,2.96E-05,-0.011890766,FALSE
CINDX,1.37E-07,0,1.60E-08,0.000109579,1.64E-07,8.70E-05,8.51E-05,-0.001056063,FALSE
Atlas Protocol,4.16E-05,0,8.61E-05,0.000602215,8.58E-05,0.000891256,0.000607131,0.039369082,TRUE
PlasmaPay,2.56E-06,0,2.26E-06,0.000168755,1.77E-06,0.000293462,0.000164568,-0.004369569,FALSE
Raven Protocol,3.93E-07,0,1.72E-07,0.000367751,6.86E-07,0.000489104,0.000405723,-0.000651872,FALSE
Bcnex,1.57E-06,0,1.81E-07,0.000193956,4.91E-06,0.000358676,0.000221524,-0.006839946,FALSE
Triffic,1.52E-06,0,1.02E-06,6.59E-05,1.11E-06,7.61E-05,6.98E-05,-0.010209077,FALSE
CoTrader,3.40E-06,0,6.89E-08,0.000262466,2.63E-06,0.000163035,0.000271936,-0.01182479,FALSE
MimbleWimbleCoin,5.27E-07,0,1.74E-07,0.000194329,5.00E-06,5.43E-05,0.000244549,-0.001870295,FALSE
MiMiDi,1.44E-08,0,1.33E-08,3.45E-05,5.75E-08,3.26E-05,4.19E-05,-0.000108108,FALSE
Globatalent,4.53E-09,0,2.64E-08,5.21E-05,1.23E-07,9.78E-05,3.78E-05,0.000286212,FALSE
Xprivate Chat,5.16E-09,0,0,7.47E-06,8.22E-09,1.09E-05,7.27E-06,-0.000640835,FALSE
Homebloc,1.22E-05,0,0,8.01E-05,7.29E-06,0.000304331,6.62E-05,-0.141330454,FALSE
XR Web,1.12E-08,0,5.02E-09,2.52E-05,4.52E-08,2.17E-05,2.79E-05,-0.000266869,FALSE
SUKU,3.07E-07,0,8.47E-08,8.68E-05,4.73E-07,0.000163035,7.08E-05,-0.00258078,FALSE
diamDEXX,0,0,0,0,0,0,0,0,FALSE
Ampleforth,1.50E-05,0,3.60E-06,0.000523065,2.01E-05,0.000554318,0.000601072,-0.02156276,FALSE
Minglechain,2.79E-08,0,1.28E-08,0.000220277,1.19E-07,8.70E-05,0.000272421,-7.54E-05,FALSE
Bitwings,3.55E-07,0,1.88E-08,0.000150647,7.11E-07,0.000206511,0.000160447,-0.002097555,FALSE
UHIVE,0.000190088,0,9.92E-06,0.00027796,4.84E-05,0.000510842,0.000267574,-0.608891673,FALSE
Tryvium,7.75E-06,0,3.10E-08,6.38E-05,2.01E-06,0.000173904,4.22E-05,-0.112287857,FALSE
AiBB,1.60E-05,0,8.81E-06,5.11E-05,4.31E-06,4.35E-05,6.08E-05,-0.164865977,FALSE
Dukascoin,7.84E-08,0,3.57E-08,5.26E-05,8.63E-08,5.43E-05,5.72E-05,-0.000892108,FALSE
SixDomainChain,0,0,0,0,0,0,0,0,FALSE
Crypto Market Ads,5.13E-06,0,1.00E-07,3.88E-05,2.67E-06,0.00010869,1.65E-05,-0.120643122,FALSE
UniversalCoin,4.03E-05,0,2.95E-06,0.000323322,5.30E-05,0.000663007,0.000238732,-0.109048258,FALSE
P2PS,4.99E-06,0,5.01E-07,4.63E-05,2.14E-06,0.000326069,2.81E-05,-0.092213763,FALSE
SOCIAL CHAINS,2.45E-08,0,0,3.38E-05,2.47E-08,2.17E-05,3.56E-05,-0.000673129,FALSE
Reserve Round 2,0,0,0,0,0,0,0,0,FALSE
DVMarketplace,0,0,0,0,0,0,0,0,FALSE
Bank of Hodlers,4.30E-07,0,2.97E-08,0.000102298,4.11E-07,0.000163035,9.77E-05,-0.003688708,FALSE
Opiria,1.36E-07,0,0,3.08E-05,1.23E-07,7.61E-05,2.64E-05,-0.004113013,FALSE
Kozjin,1.21E-07,0,0,1.38E-05,9.86E-08,2.17E-05,2.42E-06,-0.008134372,FALSE
BULLEX,0,0,0,4.29E-06,1.19E-07,2.17E-05,1.21E-06,0,FALSE
AllSesame,0,0,0,0,0,0,0,0,FALSE
Fesschain,4.27E-09,0,0,6.35E-06,8.22E-09,1.09E-05,8.00E-06,-0.00062475,FALSE
Dayta,1.01E-06,0,5.16E-08,0.0001331,1.15E-06,0.000195642,0.000139119,-0.006755249,FALSE
Mindexcoin,1.56E-09,0,0,5.41E-05,4.11E-09,8.70E-05,5.45E-05,-2.67E-05,FALSE
GRAYLL,2.28E-07,0,7.15E-09,7.19E-05,1.56E-07,0.000271724,6.69E-05,-0.002873951,FALSE
Ferrum Network,8.74E-06,0,3.16E-07,0.000335083,5.52E-06,0.000576056,0.000335921,-0.023528122,FALSE
TEN,0.154984982,0,0.16109402,0.259476909,0.151314009,0.166849628,0.287244802,-0.104908223,FALSE
NOIA Network,2.05E-06,0,4.95E-07,0.000109018,4.76E-06,0.000141297,9.55E-05,-0.01415785,FALSE
Matrix AI Network,1.05E-05,0,1.68E-06,0.000454742,1.51E-05,0.000760828,0.000440139,-0.018768144,FALSE
AMUSE,0.001118375,0,0.000119182,0.00027684,0.000350484,0.000228248,0.000314593,-3.437849731,FALSE
MediConnect,3.67E-08,0,5.25E-09,3.85E-05,8.63E-08,5.43E-05,3.88E-05,-0.000786908,FALSE
BitTube,5.56E-07,0,6.14E-07,0.001033249,1.22E-06,0.000499973,0.001277762,-6.88E-05,FALSE
Authpaper,3.90E-07,0,4.78E-08,0.000129179,5.05E-07,0.000217379,0.00012894,-0.002535364,FALSE
BTSCOIN,4.74E-08,0,2.25E-07,1.46E-05,8.63E-08,2.17E-05,6.79E-06,0.008145206,FALSE
CoinHe,1.39E-08,0,8.79E-08,4.29E-06,7.81E-08,1.09E-05,3.88E-06,0.01181199,TRUE
LocalCoin,5.32E-08,0,8.49E-07,2.41E-05,7.48E-07,9.78E-05,1.60E-05,0.02346984,TRUE
StellarPay,7.07E-07,0,1.75E-08,9.20E-05,6.16E-07,0.000260855,9.38E-05,-0.006996888,FALSE
IOTW,4.64E-06,0,1.14E-06,0.000601282,3.81E-06,0.000717352,0.000570048,-0.005791866,FALSE
Cryptoxygen,3.16E-07,0,8.24E-09,1.87E-05,2.26E-07,4.35E-05,1.38E-05,-0.015393486,FALSE
CINEMADROM,1.18E-08,0,7.37E-08,2.99E-05,1.15E-07,3.26E-05,1.99E-05,0.001417784,FALSE
Fusion Coin,3.30E-05,0,8.92E-05,0.000423193,8.90E-05,0.001054291,0.000361128,0.080202282,TRUE
CBNT,1.76E-06,0,3.12E-07,0.000112939,8.51E-07,0.000173904,0.000126758,-0.012500724,FALSE
ODEM,0.000850676,0,3.80E-05,0.000469489,0.000818095,0.000391283,0.000524241,-1.623077007,FALSE
EarthBi,1.54E-07,0,0,5.81E-05,1.97E-07,8.70E-05,6.18E-05,-0.002463313,FALSE
Venoty,1.32E-08,0,1.30E-09,4.89E-05,1.64E-08,2.17E-05,5.87E-05,-0.000230932,FALSE
Futurepia,1.16E-08,0,4.36E-09,4.83E-05,4.11E-08,5.43E-05,5.43E-05,-0.00015749,FALSE
RTREE,8.82E-06,0,5.07E-06,0.000178462,1.93E-05,0.000489104,0.000194379,-0.025313287,FALSE
Streamex,5.35E-07,0,9.91E-08,0.000278147,7.89E-07,0.000282593,0.000277753,-0.001528232,FALSE
Tipestry,0,0,0,0,0,0,0,0,FALSE
Betinance,0,0,0,0,0,0,0,0,FALSE
BitForex,1.41E-05,0,1.54E-05,0.00028748,9.30E-06,0.000456497,0.000298597,-0.006987893,FALSE
Coinquista,0,0,0,0,0,0,0,0,FALSE
AMANPURI,2.87E-08,0,1.64E-08,5.82E-05,2.88E-08,0.00010869,5.43E-05,-0.000253563,FALSE
Atomic Wallet,0.000116266,0,0.000171015,0.001307289,0.000188686,0.001782512,0.001471171,0.01216123,TRUE
Five Colors Coin,1.29E-08,0,8.56E-10,4.74E-05,1.64E-08,2.17E-05,5.53E-05,-0.000239486,FALSE
EVEN Foundation,1.40E-08,0,3.36E-09,9.54E-05,2.05E-08,5.43E-05,8.39E-05,-0.00011068,FALSE
Konstellation,1.45E-08,0,0,6.35E-06,1.64E-08,1.09E-05,6.79E-06,-0.002125903,FALSE
Gemstra,1.01E-06,0,2.38E-07,0.000247532,2.79E-06,0.000336938,0.000181776,-0.003075233,FALSE
Chelle Coin,1.14E-09,0,0,1.47E-05,4.11E-09,2.17E-05,1.38E-05,-7.16E-05,FALSE
Pukkamex,2.82E-08,0,1.71E-08,5.25E-05,6.58E-08,5.43E-05,5.60E-05,-0.000263416,FALSE
AVXChange,4.45E-06,0,3.17E-07,0.000827906,1.26E-05,0.001119504,0.000963896,-0.004713237,FALSE
eden.best,0,0,0,0,0,0,0,0,FALSE
Licht Project,1.25E-05,0,4.05E-06,0.000187049,8.10E-06,0.000293462,0.000130878,-0.046569006,FALSE
Trade Nexi,1.40E-09,0,0,4.67E-06,4.11E-09,1.09E-05,3.88E-06,-0.000278055,FALSE
OpenWeb Network,0,0,0,0,0,0,0,0,FALSE
