airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
Corridor Finance,0,0,0,0,0,0,0,0,FALSE
Nyan Heroes,1.11E-06,0,3.49E-07,0.000114245,2.10E-07,0.000217379,8.70E-05,-0.00682318,FALSE
Cyber,0.00086765,0,0.001475764,0.005998258,0.001492388,0.003825879,0.006592882,0.043863761,TRUE
Ouinex,0,0,0,0,0,0,0,0,FALSE
zkSync,0.00043342,0,0.000195721,0.006503402,0.000248238,0.009042987,0.006099422,-0.040068472,FALSE
DOGS,0.004058361,0,0.003516123,0.00589988,0.003371202,0.001793381,0.007102823,-0.206984128,FALSE
Pontem,5.45E-07,0,1.89E-07,0.000140193,4.68E-07,0.000271724,0.000109308,-0.002634495,FALSE
ether.fi,4.79E-05,0,1.87E-05,0.000960259,1.49E-05,0.002260747,0.000852407,-0.032162529,FALSE
Ostium,0.000209992,0,7.90E-05,0.000424873,0.000242994,0.000923863,0.000457348,-0.324201418,FALSE
Ancient8,4.06E-07,0,0,3.81E-05,3.66E-07,7.61E-05,3.81E-05,-0.009899164,FALSE
Usual,0.012864645,0,0.013253859,0.026722973,0.012142653,0.014064453,0.031291831,-0.08774683,FALSE
BlastUP,3.08E-05,0,0,0.000662325,5.44E-06,0.000608663,0.000746734,-0.043213194,FALSE
Base,0.030613281,0,0.045929528,0.113973241,0.035880854,0.071398294,0.126777857,0.042449389,TRUE
Reactor Fusion,0,0,0,0,0,0,0,0,FALSE
Merkle Trade,0,0,0,0,0,0,0,0,FALSE
PancakeSwap,0.00053042,0,0.000228664,0.003419522,0.000422734,0.00276072,0.003489366,-0.095557782,FALSE
MYX,0.001373346,0,0.000222118,0.000694806,0.000329681,0.001032553,0.000661663,-1.603124989,FALSE
IBX,0.000110823,0,0.000111076,0.001751763,0.000146814,0.001934677,0.001767344,-0.012812234,FALSE
Texture,0.000234668,0,8.66E-05,0.000975753,0.000199519,0.000543449,0.001159244,-0.158953012,FALSE
VaultCraft,7.42E-08,0,7.82E-08,0.000382685,7.40E-08,0.000326069,0.000459529,-3.20E-05,FALSE
Newtify,0,0,0,0,0,0,0,0,FALSE
Grass,0.000830916,0,0.002598507,0.002001908,0.001342011,0.001173849,0.00232891,0.554489431,TRUE
Lavarage,0,0,0,1.05E-05,0,2.17E-05,8.73E-06,0,FALSE
Scroll,0.002688241,0,0.006523931,0.00310236,0.004994134,0.003456334,0.003213551,0.718184566,TRUE
Swords & Dungeons,1.89E-08,0,0,4.48E-06,4.11E-09,1.09E-05,2.67E-06,-0.003910819,FALSE
Rain.fi,0,0,0,8.59E-06,2.88E-08,2.17E-05,7.27E-06,0,FALSE
Macaron,0.000284331,0,3.07E-05,0.000188916,9.51E-05,0.000380414,0.000181291,-1.279218828,FALSE
Clone,0.000347496,0,0.000442218,0.002325977,0.000483486,0.001434705,0.002567157,-0.001020458,FALSE
Symbiotic,0.038029162,0,0.040652662,0.000835373,0.021358677,0.001902071,0.000918331,-7.021121964,FALSE
SuperBoring,0,0,0,0,0,0,0,0,FALSE
Mocaverse,2.44E-07,0,3.43E-07,0.000137207,2.30E-07,0.000304331,0.000117064,0.000157881,FALSE
Allora,1.06E-06,0,6.78E-07,0.000128993,5.53E-06,7.61E-05,0.000157781,-0.003844168,FALSE
Jupiter,4.35E-05,0,3.10E-05,0.000479383,8.50E-05,0.000597794,0.000472617,-0.037429593,FALSE
Kroma,1.40E-05,0,4.97E-09,0.000235398,2.93E-06,0.000413021,0.000135241,-0.055007623,FALSE
Amphor,1.15E-07,0,3.40E-08,2.93E-05,8.22E-08,4.35E-05,1.96E-05,-0.002805258,FALSE
LI.FI,1.00E-05,0,2.47E-05,0.000511678,3.42E-06,0.000902125,0.000490552,0.016684398,TRUE
ZKcandy,6.69E-08,0,0,3.36E-06,8.22E-09,1.09E-05,1.70E-06,-0.018481013,FALSE
Napier Finance,0,0,0,0,0,0,0,0,FALSE
Gate.io,0.002633078,0,0.007177568,0.002264001,0.004068977,0.003554155,0.002107386,1.215760276,TRUE
Sunrise,8.02E-06,0,2.22E-05,0.00021169,8.17E-06,0.000380414,0.000172808,0.040775065,TRUE
DeBank,1.24E-05,0,2.27E-06,0.000583734,3.66E-06,0.000869518,0.000566655,-0.016839792,FALSE
Rage Trade,8.41E-05,0,0.00016778,0.000117046,0.000123607,9.78E-05,0.000122396,0.370593801,TRUE
Zircuit,2.75E-06,0,4.01E-07,0.000158674,1.18E-06,0.000271724,0.000148571,-0.014283786,FALSE
Super Champs,7.29E-07,0,1.97E-08,3.19E-05,6.58E-08,4.35E-05,3.15E-06,-0.020750502,FALSE
Injera,3.26E-06,0,1.93E-06,6.66E-05,1.50E-06,0.000173904,6.23E-05,-0.024421775,FALSE
PredX,3.85E-06,0,6.57E-07,2.07E-05,1.96E-06,7.61E-05,1.16E-05,-0.149681167,FALSE
Units,0.00052765,0,0.000627614,0.005592985,0.00054478,0.003575893,0.005962242,-0.0063226,FALSE
Camp Network,8.69E-06,0,3.86E-05,0.001251846,1.84E-05,0.000467366,0.001524492,0.015897831,TRUE
Rivalz Network,8.50E-07,0,5.28E-08,0.00014318,2.59E-07,0.000184773,0.000150026,-0.005239821,FALSE
10K Dex,3.05E-09,0,2.06E-09,0.000123766,1.64E-08,0.000141297,0.000114397,-1.08E-05,FALSE
squid,0.002162678,0,0.001174738,0.00231515,0.001910117,0.002945492,0.002140348,-0.499668177,FALSE
GOAT Gaming,0,0,0,0,0,0,0,0,FALSE
Hybrid,0.000443072,0,9.65E-05,0.002373952,0.000303056,0.001934677,0.002650774,-0.143791319,FALSE
LazyOtter,0,0,0,0,0,0,0,0,FALSE
Zerion,7.60E-05,0,1.34E-05,0.000237825,7.85E-05,8.70E-05,0.000294477,-0.256082325,FALSE
Chirp,0.000191262,0,0.000112776,0.000746142,0.000583722,0.001152111,0.000881248,-0.12849164,FALSE
Zebra,0.000887047,0,0.000239567,0.000543226,0.000500865,0.000597794,0.000431899,-1.196319213,FALSE
AI Gram,0,0,0,0,0,0,0,0,FALSE
Cog Finance,0,0,0,0,0,0,0,0,FALSE
StakeStone,7.64E-09,0,0,7.65E-05,4.11E-09,8.70E-05,7.88E-05,-9.26E-05,FALSE
Mantle,0.000277214,0,0.000150784,0.004239961,0.000294627,0.003651975,0.005160247,-0.034937045,FALSE
Superposition,7.02E-07,0,7.38E-07,0.00042842,4.71E-06,0.000369545,0.000428021,-0.000273792,FALSE
Symmetry Trade,0,0,0,0,0,0,0,0,FALSE
Adrena,0.000279614,0,0.000635894,0.001135174,0.00032376,0.000858649,0.000796904,0.176930143,TRUE
Movement,0.003451005,0,0.00352537,0.007219302,0.003201046,0.00413021,0.00816003,-0.090143122,FALSE
NX Finance,3.13E-07,0,2.05E-07,0.000191342,7.64E-07,0.000282593,0.000181291,-0.000744925,FALSE
Superposition Finance,0,0,0,0,0,0,0,0,FALSE
ORA,0.046384883,0,0.059219186,0.100127518,0.050550128,0.06528993,0.110114603,-0.001787049,FALSE
GammaSwap,0,0,0,0,0,0,0,0,FALSE
Unite,0.005931173,0,0.005005813,0.008315087,0.009552351,0.006956144,0.009328969,-0.226207235,FALSE
Shardeum,6.20E-07,0,0,0.000146914,1.93E-07,0.000249986,9.53E-05,-0.003919148,FALSE
Echelon,0.000115463,0,6.54E-05,0.000185929,0.000132513,0.000260855,0.000133545,-0.321701072,FALSE
Rho Markets,6.63E-06,0,1.97E-05,0.00027908,3.42E-06,0.000565187,0.000236308,0.029166334,TRUE
Rainbow,0.000834697,0,0.001779536,0.003242367,0.000928059,0.003380251,0.003292321,0.158407193,TRUE
Zeta,2.93E-05,0,4.11E-05,0.000644591,1.82E-05,0.000749959,0.000733889,0.003984573,FALSE
Optopia,3.75E-06,0,3.27E-08,4.52E-05,5.75E-07,0.000152166,3.81E-05,-0.076483382,FALSE
Blast,0.007041663,0,0.004396366,0.005799822,0.02293218,0.008216945,0.006043919,-0.57809639,FALSE
Zeek Network,0,0,0,0,0,0,0,0,FALSE
Summer.fi,4.28E-07,0,4.11E-06,0.000158488,6.99E-07,0.000228248,0.00017814,0.016277401,TRUE
Infinex,1.39E-06,0,7.78E-07,0.00034647,1.87E-06,0.000391283,0.00032453,-0.002093498,FALSE
Mitosis,2.74E-06,0,5.18E-07,0.000345536,1.55E-06,0.000456497,0.000244306,-0.006261302,FALSE
Sophon,1.55E-07,0,6.68E-07,7.24E-05,1.60E-07,0.000152166,4.51E-05,0.004691858,FALSE
Voi Network,0.000158951,0,3.21E-05,0.000385298,3.17E-05,0.000499973,0.000342708,-0.322506472,FALSE
nftperp,5.75E-06,0,3.47E-06,0.000210197,2.56E-06,0.000228248,0.00010543,-0.013456793,FALSE
Hyperlane,2.07E-05,0,4.87E-05,0.000599415,9.67E-06,0.000869518,0.000508245,0.026720712,TRUE
NURI Exchange,1.18E-08,0,7.81E-09,1.72E-05,8.22E-09,1.09E-05,1.87E-05,-0.000306577,FALSE
f(x) Protocol,0,0,0,1.01E-05,1.64E-08,2.17E-05,1.04E-05,0,FALSE
The Backwoods,0.000430233,0,0.000387934,0.00056768,0.000609863,0.001097766,0.000566413,-0.208684589,FALSE
Kinetix Finance,0,0,0,0,0,0,0,0,FALSE
Binance,0.009033582,0,0.013414322,0.025261677,0.011087687,0.02575947,0.023457058,0.052534483,TRUE
LayerZero,1.09E-05,0,8.62E-07,0.000902763,4.57E-06,0.001108635,0.000918331,-0.010472962,FALSE
EigenLayer,7.99E-05,0,0.000221217,0.001540073,3.17E-05,0.002054236,0.001421486,0.055828004,TRUE
Vest,0.069028186,0,0.056950303,0.139769743,0.072444988,0.099614151,0.149904325,-0.163396527,FALSE
Koi Finance,7.59E-06,0,7.26E-07,0.000393325,4.15E-06,0.000576056,0.000422689,-0.016573588,FALSE
100x,0.001215006,0,0.001587404,0.010262486,0.001600999,0.003575893,0.01171944,0.002098231,FALSE
DEGEN WAR$,0,0,0,0,0,0,0,0,FALSE
Cherry,0.000312447,0,0.00039712,0.00098994,0.000326032,0.000782566,0.001023033,-0.00251801,FALSE
Zest Protocol,2.49E-07,0,1.23E-07,1.47E-05,9.45E-08,4.35E-05,1.14E-05,-0.009596012,FALSE
Catalyst,0.000516722,0,0.000516955,0.00190577,0.000496957,0.002239009,0.001864291,-0.055270509,FALSE
Renzo,2.16E-06,0,2.99E-07,0.00021785,3.64E-06,0.00042389,0.000150026,-0.00823155,FALSE
Mercle,3.52E-07,0,5.56E-08,5.06E-05,9.04E-08,9.78E-05,4.39E-05,-0.005659864,FALSE
GriffinAI,1.04E-07,0,0,1.05E-05,2.47E-08,3.26E-05,7.03E-06,-0.009206033,FALSE
Captain & Company,0,0,0,0,0,0,0,0,FALSE
IoTeX,6.57E-06,0,8.28E-07,0.001067224,5.14E-06,0.00191294,0.000982558,-0.005156197,FALSE
Orderly Network,1.31E-06,0,3.60E-07,0.000172301,1.23E-06,0.000304331,0.000161902,-0.005536739,FALSE
Sui,0.007607687,0,0.012039183,0.026330021,0.009796828,0.016151296,0.026578025,0.062855513,TRUE
CoChilli,0,0,0,0,0,0,0,0,FALSE
Fhenix,1.06E-05,0,3.31E-07,0.0001303,1.98E-06,0.000249986,9.67E-05,-0.073673686,FALSE
Avantis,4.14E-05,0,2.12E-05,0.001148241,1.63E-05,0.001369491,0.00127655,-0.02006118,FALSE
deBridge,1.96E-06,0,3.33E-06,0.000123579,1.82E-06,0.000184773,0.000115125,0.004796519,FALSE
Aethir,0.000410753,0,0.000116507,0.000348897,8.32E-05,0.000641269,0.000237278,-0.850944943,FALSE
Glyph,0.000122732,0,5.41E-07,0.00014486,9.42E-05,0.000228248,0.000128212,-0.783666999,FALSE
0xAstra,0,0,0,0,0,0,0,0,FALSE
SOFA,0.000195557,0,0.000838506,0.000646457,0.000237722,0.000836911,0.000633791,0.658280121,TRUE
ZKsync,0.00043342,0,0.000195721,0.006503402,0.000248238,0.009042987,0.006099422,-0.040068472,FALSE
Taiko,4.48E-05,0,2.66E-05,0.000686779,2.15E-05,0.001097766,0.00073607,-0.032459145,FALSE
Revert,0.00037071,0,0.000401136,0.003866423,0.000431081,0.002717244,0.004523063,-0.013878989,FALSE
Nexis Network,2.93E-08,0,6.10E-09,7.84E-06,4.11E-09,1.09E-05,7.76E-06,-0.002904762,FALSE
Bitflow,1.56E-07,0,6.99E-08,9.63E-05,1.52E-07,0.000130428,0.000104703,-0.00097647,FALSE
KIP Protocol,1.29E-06,0,1.69E-08,6.22E-05,2.75E-07,4.35E-05,7.00E-05,-0.019045886,FALSE
Dunes,7.38E-05,0,0.000560552,0.001104372,9.09E-05,0.001456443,0.001264916,0.30541579,TRUE
Biokript,3.03E-07,0,0,2.02E-05,1.03E-07,3.26E-05,2.30E-05,-0.013943594,FALSE
D8X,3.14E-07,0,4.70E-08,0.000210197,1.07E-07,0.000206511,0.000254486,-0.00122271,FALSE
Fuel,0.001407998,0,0.002074542,0.012231353,0.00186305,0.003271561,0.014684565,0.015949386,TRUE
RIZE,0.005594879,0,0.004561082,0.016633348,0.005143517,0.007184392,0.019490955,-0.113673782,FALSE
Jigsaw,3.31E-05,0,2.22E-05,0.000187982,6.04E-05,0.000369545,0.000162629,-0.078005219,FALSE
Turtle Club,0.003346172,0,0.006747281,0.000803825,0.008843048,0.001782512,0.00063573,2.213304541,TRUE
Rivo.xyz,0,0,0,0,0,0,0,0,FALSE
GM Network,8.55E-06,0,1.69E-05,0.000393139,2.53E-05,0.000467366,0.000414691,0.010873311,TRUE
Pocket Protector,0.000400444,0,9.61E-05,0.000456048,0.000804998,0.001249932,0.000460014,-0.662360608,FALSE
Olive Network,3.29E-08,0,2.53E-08,2.58E-05,5.34E-08,1.09E-05,2.81E-05,-0.000475315,FALSE
Zaros,0.000289977,0,0.000137586,0.00139764,0.000292412,0.001565132,0.001646645,-0.121299359,FALSE
Avarik Saga,9.50E-08,0,1.06E-07,4.29E-05,1.85E-07,0.000130428,3.76E-05,-0.000264541,FALSE
Forma,0.017207404,0,0.020106218,0.072997032,0.020398655,0.039573936,0.084552341,-0.01937962,FALSE
GaiaNet,0,0,0,0,0,0,0,0,FALSE
ALIENX,1.62E-07,0,0,1.57E-05,4.93E-08,6.52E-05,7.51E-06,-0.009611141,FALSE
Hyperliquid,5.21E-06,0,1.96E-06,4.98E-05,9.62E-07,0.000130428,4.82E-05,-0.068419374,FALSE
Onchain,0.001488557,0,0.001034089,0.005819609,0.001124508,0.005227977,0.004559661,-0.108761384,FALSE
Syrup,1.98E-05,0,1.90E-05,0.00041722,2.89E-05,0.000619532,0.000402815,-0.011150615,FALSE
Sender Labs,0,0,0,0,0,0,0,0,FALSE
Ithaca Protocol,1.32E-06,0,1.65E-06,0.000102112,2.22E-06,0.000163035,6.71E-05,-0.000312624,FALSE
Marginly,0,0,0,0,0,0,0,0,FALSE
Anichess,1.16E-06,0,1.95E-06,0.000209077,1.15E-06,0.000271724,0.00017911,0.00159653,FALSE
Equation,0.001540877,0,0.001445406,0.002279868,0.001645958,0.001717298,0.002679131,-0.16831102,FALSE
Quantcheck,0,0,0,0,0,0,0,0,FALSE
Nekodex,5.85E-05,0,1.17E-05,0.000282253,6.83E-05,0.001010815,0.000182503,-0.162328777,FALSE
Solayer,2.29E-06,0,7.81E-08,0.000193396,3.00E-07,0.000499973,0.000158993,-0.010707529,FALSE
Fantasy Top,0.002629201,0,0.000392459,0.001102506,0.000818354,0.00127167,0.001289638,-1.955689886,FALSE
Anzen,1.34E-06,0,5.46E-07,0.000247158,3.01E-06,0.000119559,0.000296416,-0.003423713,FALSE
EVAA Protocol,0,0,0,1.49E-06,1.64E-08,1.09E-05,1.45E-06,0,FALSE
Eigenpie,1.12E-06,0,8.96E-08,0.000141873,5.47E-07,0.000206511,0.000124335,-0.006852907,FALSE
Oasis AI,3.05E-05,0,3.48E-05,0.000291027,1.64E-05,0.000456497,0.00029278,-0.010715173,FALSE
Nexo,0.000283809,0,3.21E-05,0.001482764,0.000273076,0.001239063,0.001572238,-0.161968221,FALSE
CEX.IO,0.000205857,0,0.000821897,0.00310124,0.000776625,0.004293245,0.003460281,0.130259595,TRUE
Pencils Protocol,0,0,0,2.18E-05,0,1.09E-05,2.54E-05,0,FALSE
Plume Network,2.84E-06,0,6.98E-07,0.000795238,2.33E-06,0.000880387,0.000879067,-0.002681431,FALSE
Cryptopia,8.92E-05,0,0.000627501,0.001428814,0.000286174,0.00201076,0.001668701,0.259978935,TRUE
OpenGPU Network,0,0,0,0,0,0,0,0,FALSE
Iskra,0.00225652,0,0.001744604,0.000361777,0.001661944,0.001347753,0.000361128,-2.297930238,FALSE
Lingo,7.58E-05,0,6.09E-05,0.000943831,0.000167419,0.001206456,0.000968985,-0.027812766,FALSE
Gravita Protocol,1.49E-07,0,1.68E-07,8.18E-05,1.64E-07,8.70E-05,7.49E-05,-0.000200045,FALSE
Initia,0.002962667,0,0.002894728,0.022759292,0.003290794,0.011086354,0.026277974,-0.028739376,FALSE
Token Metrics,2.07E-07,0,4.17E-09,8.38E-05,9.86E-08,9.78E-05,9.79E-05,-0.002252404,FALSE
Gamium,3.53E-06,0,3.73E-07,0.000265826,2.43E-06,0.000499973,0.000257152,-0.011310824,FALSE
Agora,0.000188888,0,0.000348844,0.00176315,0.000145816,0.001728167,0.001576601,0.04380657,TRUE
Liquidium,6.48E-06,0,1.14E-06,7.99E-05,1.28E-05,4.35E-05,7.44E-05,-0.06495268,FALSE
AutoLayer,2.42E-07,0,1.34E-09,8.06E-05,7.40E-08,9.78E-05,9.19E-05,-0.002773472,FALSE
EtherMail,5.64E-07,0,0,1.12E-05,1.60E-07,8.70E-05,3.64E-06,-0.046767393,FALSE
Vooi,1.18E-06,0,5.89E-07,7.41E-05,7.36E-07,0.000217379,7.03E-05,-0.008974272,FALSE
Lyra,8.78E-06,0,8.26E-05,0.000249025,3.09E-05,0.000347807,0.000290599,0.207296838,TRUE
tea,0.066489635,0,0.063513756,0.143513334,0.084307731,0.10100538,0.154372129,-0.109606349,FALSE
M2,0.000286971,0,0.000459059,0.002639965,0.000697726,0.002325961,0.002712335,0.024998415,TRUE
EYWA,0.001090077,0,0.000404002,0.000955405,0.000960158,0.001499918,0.001108104,-0.752838714,FALSE
Delabs Games,3.28E-06,0,2.27E-07,0.000113685,1.18E-06,0.000347807,7.78E-05,-0.025370299,FALSE
Dwinity,0,0,0,0,0,0,0,0,FALSE
ThetaNuts Finance,4.22E-08,0,9.70E-08,2.52E-05,6.58E-08,8.70E-05,1.33E-05,0.00123162,FALSE
World PvP,0.001235092,0,0.00146915,0.001299822,0.003355984,0.002162926,0.00149977,-0.063641987,FALSE
Thruster,4.88E-05,0,0.000129276,9.99E-05,8.03E-05,0.00010869,7.17E-05,0.483673006,TRUE
Tari,0.007634924,0,0.00768028,0.015590392,0.007823223,0.00943427,0.016954579,-0.097882306,FALSE
Imaginary Ones,0.002812868,0,0.001320731,0.000509811,0.0019596,0.000978208,0.000486916,-3.245487701,FALSE
Glacier Network,2.07E-06,0,0,4.33E-05,1.07E-06,0.000195642,2.11E-05,-0.044406595,FALSE
Zyfi,1.51E-07,0,1.08E-07,6.83E-05,1.27E-07,6.52E-05,7.71E-05,-0.000902295,FALSE
Storm Trade,7.54E-09,0,1.15E-09,1.29E-05,4.11E-09,1.09E-05,1.36E-05,-0.000478778,FALSE
Phaver,1.27E-06,0,0,1.75E-05,5.63E-07,8.70E-05,9.21E-06,-0.067050934,FALSE
Elfin,4.17E-05,0,7.42E-08,0.000179769,1.68E-05,0.000173904,0.000177898,-0.215029531,FALSE
Masa,6.63E-06,0,5.12E-05,0.000464449,2.32E-05,0.000260855,0.000558415,0.066499723,TRUE
SpaceCatch,1.46E-08,0,1.34E-08,2.30E-05,8.22E-09,2.17E-05,2.47E-05,-0.000166916,FALSE
Mande Network,7.84E-07,0,4.49E-07,3.23E-05,4.27E-07,8.70E-05,2.45E-05,-0.012469034,FALSE
Xtremeverse,1.31E-07,0,1.30E-07,0.001403427,8.10E-07,0.000119559,0.001803699,-1.94E-05,FALSE
Fyde,0.001906447,0,0.000514717,0.000384365,0.000482496,0.000978208,0.000404996,-3.634109989,FALSE
Ekubo,0.000376535,0,5.72E-05,0.00020889,0.000180287,0.000891256,0.000189047,-1.474661705,FALSE
CAGA,0.000150858,0,4.91E-05,0.000334896,5.79E-05,0.000293462,0.000381729,-0.311871036,FALSE
Sanctum,0.000288698,0,0.00099304,0.001227391,0.000109672,0.001630346,0.001409852,0.367429776,TRUE
zkPass,1.88E-05,0,3.26E-06,2.99E-05,8.03E-06,0.000184773,2.13E-05,-0.50442666,FALSE
My Lovely Planet,1.18E-06,0,3.59E-07,0.000163154,1.22E-06,0.000239117,0.000144936,-0.005112212,FALSE
Tabi,0.00424467,0,0.003758426,0.015813469,0.005265867,0.005456225,0.018738404,-0.077066089,FALSE
Mode,0.025874409,0,0.024421046,0.089261696,0.036097555,0.047008315,0.10223887,-0.070972222,FALSE
Particle Network,2.54E-06,0,4.32E-08,0.00021113,1.37E-06,0.000293462,0.000234612,-0.010997517,FALSE
XSwap,6.23E-08,0,4.15E-08,7.62E-05,4.52E-08,0.000130428,6.35E-05,-0.000364962,FALSE
ZeroLend,8.97E-07,0,0,2.52E-05,1.52E-07,8.70E-05,1.94E-05,-0.033037665,FALSE
Aperture Finance,9.61E-07,0,2.75E-06,0.000432527,2.10E-06,0.000684745,0.000490067,0.002539389,FALSE
MYTH,0.001596232,0,0.001739313,0.00521086,0.001606506,0.004999728,0.005092384,-0.04266551,FALSE
Immutable,0.001316854,0,0.001514561,0.004554509,0.002816345,0.003532417,0.004557722,-0.027606486,FALSE
Drift Protocol,1.10E-07,0,2.67E-08,0.000175102,2.14E-07,0.000271724,0.000182745,-0.000471902,FALSE
Another-1,4.00E-07,0,0,2.58E-05,7.40E-08,6.52E-05,1.50E-05,-0.014396354,FALSE
Raiinmaker,1.50E-06,0,9.10E-08,0.000214677,5.18E-07,0.000380414,0.000223948,-0.006159704,FALSE
Blackwing,0.000380239,0,0.000247027,0.001648718,0.000638174,0.002032498,0.001916643,-0.105583194,FALSE
Kamino,1.15E-06,0,1.51E-06,0.000155127,6.62E-07,0.000163035,0.000170142,0.000156402,FALSE
Saltwater Games,5.97E-08,0,0,6.53E-06,8.22E-09,1.09E-05,6.54E-06,-0.008482143,FALSE
UpRock,1.56E-06,0,1.04E-06,0.000126566,7.03E-07,0.000271724,0.000134029,-0.00554044,FALSE
LunarStorm,1.37E-05,0,1.51E-05,0.00112416,0.000123579,0.001119504,0.001257888,-0.001570871,FALSE
Revolving Games,3.37E-06,0,1.27E-06,0.000212623,2.17E-06,0.000347807,0.000128455,-0.010361126,FALSE
PlanetQuest,1.72E-05,0,1.11E-06,0.000248838,7.29E-06,0.000586925,0.000259818,-0.060881642,FALSE
Zoth,0.002107123,0,0.000250962,0.00099106,0.000709869,0.001499918,0.001127009,-1.790035807,FALSE
IntentX,0,0,0,0,0,0,0,0,FALSE
BeFi Labs,1.90E-07,0,3.55E-09,2.18E-05,4.52E-08,5.43E-05,1.70E-05,-0.007971877,FALSE
Reya Network,0,0,0,0,0,0,0,0,FALSE
Moongate,0.001463249,0,0.001102464,0.00055984,0.01074841,0.001706429,0.000612705,-1.000209393,FALSE
Pixelverse,7.63E-06,0,1.32E-07,6.35E-05,1.07E-06,9.78E-05,6.28E-05,-0.110029412,FALSE
Apillon,3.29E-08,0,1.34E-09,3.01E-05,8.22E-09,1.09E-05,3.68E-05,-0.000984587,FALSE
Bemo,0.000303564,0,0.000121329,6.79E-05,0.000105472,5.43E-05,8.07E-05,-2.85377395,FALSE
MilkyWay,0.000182255,0,0.000277826,0.00078049,0.000125149,0.001576001,0.000518909,0.040973573,TRUE
Astaria,5.17E-08,0,3.66E-08,4.31E-05,9.86E-08,6.52E-05,4.29E-05,-0.000499296,FALSE
BSX,8.63E-08,0,5.00E-09,0.000100805,5.34E-08,0.000130428,9.91E-05,-0.000758832,FALSE
OrangeLayer,0,0,0,0,0,0,0,0,FALSE
InceptionLRT,0,0,0,0,0,0,0,0,FALSE
MANTRA,0.000600898,0,0.000440752,0.001690533,0.000467085,0.001869464,0.001721294,-0.14115623,FALSE
BounceBit,4.84E-07,0,0,9.46E-05,2.14E-07,0.000249986,0.000100098,-0.004748549,FALSE
BlastOff,1.10E-05,0,6.86E-06,0.000129739,6.61E-06,0.000217379,0.000136938,-0.040105655,FALSE
Soarchain,4.86E-07,0,8.07E-09,5.66E-05,7.40E-08,8.70E-05,6.18E-05,-0.007872486,FALSE
Elixir,5.71E-05,0,2.17E-05,0.000579067,4.07E-05,0.000619532,0.000583621,-0.064310485,FALSE
Omni Network,4.42E-05,0,2.23E-06,0.000462022,6.31E-06,0.001195587,0.000281631,-0.085323747,FALSE
Solv Protocol,2.45E-05,0,2.27E-06,0.000551253,1.27E-05,0.000804304,0.000518667,-0.038238912,FALSE
Planet Mojo,0.000154786,0,7.72E-06,0.00049469,2.57E-05,0.000989077,0.000413479,-0.279116811,FALSE
Parcl,2.35E-06,0,5.26E-07,0.000308388,1.14E-06,0.000467366,0.000327196,-0.005849141,FALSE
DTX,4.96E-05,0,2.82E-05,0.000859454,3.42E-05,0.001260801,0.000990556,-0.029808924,FALSE
Ultimate Digits,1.89E-08,0,0,1.68E-05,1.23E-08,3.26E-05,1.75E-05,-0.001046025,FALSE
MPRO Lab,0,0,0,0,0,0,0,0,FALSE
Tensor,8.86E-05,0,2.39E-05,0.000121899,0.000214269,0.000152166,0.000134756,-0.532607302,FALSE
Pac Finance,7.45E-07,0,1.51E-07,0.000162968,1.06E-06,0.000336938,0.000143966,-0.003571229,FALSE
OverTrip,5.74E-05,0,1.21E-05,0.000260786,2.18E-05,0.000358676,0.000282601,-0.170675751,FALSE
BlockGames,3.91E-07,0,6.88E-07,8.81E-05,1.48E-07,0.000152166,9.19E-05,0.00153381,FALSE
Warden Protocol,1.37E-08,0,1.89E-08,2.93E-05,8.22E-09,2.17E-05,1.77E-05,3.32E-05,FALSE
Base Name Service,0,0,0,0,0,0,0,0,FALSE
Scallop,1.39E-06,0,1.13E-07,9.86E-05,4.93E-07,0.000239117,6.76E-05,-0.012248086,FALSE
SynFutures,6.07E-07,0,2.14E-07,5.56E-05,6.16E-07,0.000130428,4.70E-05,-0.007341627,FALSE
StarryNift,1.60E-07,0,1.23E-09,4.27E-05,5.34E-08,9.78E-05,4.44E-05,-0.0034478,FALSE
Wormhole,4.84E-05,0,0.000147869,0.000645524,2.89E-05,0.000217379,0.000777515,0.096208186,TRUE
Hava Coin,5.42E-07,0,2.06E-07,4.14E-05,1.23E-07,8.70E-05,4.99E-05,-0.00855233,FALSE
Battle Showdown: Gambit,2.32E-08,0,7.87E-08,3.55E-06,8.22E-09,2.17E-05,2.67E-06,0.009989612,FALSE
Ethena,4.93E-05,0,5.88E-05,0.000502157,1.36E-05,0.000695614,0.000529815,-0.006338014,FALSE
Data Ownership Protocol,3.22E-06,0,1.17E-06,0.000515224,1.78E-06,0.000891256,0.000506306,-0.004162006,FALSE
Pryzm,9.04E-05,0,0.00045455,0.001065357,6.79E-05,0.001543394,0.001075627,0.23011001,TRUE
COTI,8.96E-06,0,1.03E-05,0.000922364,3.40E-05,0.000445628,0.001008491,-0.000940754,FALSE
A51,1.41E-06,0,5.23E-07,7.09E-05,1.01E-06,0.000163035,5.79E-05,-0.013065588,FALSE
ZKE Exchange,0,0,0,0,0,0,0,0,FALSE
Sharpe,0.000288776,0,0.000312809,0.001135174,0.000281517,0.000467366,0.001349745,-0.036612289,FALSE
Aries Markets,2.34E-08,0,1.77E-08,2.22E-05,8.22E-09,1.09E-05,2.40E-05,-0.000402005,FALSE
